Angle: 209.72442533083532, Shoulder: (0.6243964433670044, 0.3311811685562134), Elbow: (0.7901942133903503, 0.49107399582862854), Wrist: (0.871833086013794, 0.7699993848800659)
Angle: 201.67111647067634, Shoulder: (0.6214525103569031, 0.31437331438064575), Elbow: (0.7781002521514893, 0.497493714094162), Wrist: (0.8715049624443054, 0.7707149982452393)
Angle: 199.1352403250517, Shoulder: (0.6189497709274292, 0.3049314320087433), Elbow: (0.7756701707839966, 0.5007106065750122), Wrist: (0.8715054392814636, 0.7707136273384094)
Angle: 195.2290445159124, Shoulder: (0.6191099882125854, 0.3071328103542328), Elbow: (0.7725380659103394, 0.517479658126831), Wrist: (0.8697354197502136, 0.7723057866096497)
Angle: 190.4827779190521, Shoulder: (0.6313703656196594, 0.30769696831703186), Elbow: (0.7741574645042419, 0.534723162651062), Wrist: (0.8700109720230103, 0.7757775783538818)
Angle: 191.6294237587766, Shoulder: (0.6306887269020081, 0.30321431159973145), Elbow: (0.7749369144439697, 0.5287355780601501), Wrist: (0.8700136542320251, 0.776749849319458)
Angle: 191.36091779479278, Shoulder: (0.65018230676651, 0.34521687030792236), Elbow: (0.7748068571090698, 0.5383692979812622), Wrist: (0.8700301647186279, 0.7804827094078064)
Angle: 194.11812748572947, Shoulder: (0.65511554479599, 0.3558114767074585), Elbow: (0.7788978219032288, 0.5352873206138611), Wrist: (0.871224582195282, 0.7825497388839722)
Angle: 193.3312292449705, Shoulder: (0.6583190560340881, 0.35990533232688904), Elbow: (0.7783728837966919, 0.538804829120636), Wrist: (0.8695768713951111, 0.7823121547698975)
Angle: 193.46648601780126, Shoulder: (0.6624863743782043, 0.3625970482826233), Elbow: (0.7814225554466248, 0.5416263341903687), Wrist: (0.8695906400680542, 0.7821515202522278)
Angle: 233.48657130283254, Shoulder: (0.6724382638931274, 0.3656750023365021), Elbow: (0.8643801808357239, 0.5023621320724487), Wrist: (0.8695301413536072, 0.7813012599945068)
Angle: 216.87412685109533, Shoulder: (0.6806650161743164, 0.3688810169696808), Elbow: (0.8495157361030579, 0.5553781986236572), Wrist: (0.8703925013542175, 0.7811546921730042)
Angle: 199.3646918997718, Shoulder: (0.6795036196708679, 0.3731294274330139), Elbow: (0.8140134215354919, 0.5704907178878784), Wrist: (0.8693556189537048, 0.7783164381980896)
Angle: 232.19443905478866, Shoulder: (0.6854707598686218, 0.3713490664958954), Elbow: (0.8688573241233826, 0.5132646560668945), Wrist: (0.8691844940185547, 0.7784271836280823)
Angle: 244.28970621586484, Shoulder: (0.6909084916114807, 0.37231817841529846), Elbow: (0.8908560872077942, 0.48750585317611694), Wrist: (0.8693133592605591, 0.7783949375152588)
Angle: 249.43593795350313, Shoulder: (0.6934906840324402, 0.372511625289917), Elbow: (0.8963663578033447, 0.4696003496646881), Wrist: (0.8693189024925232, 0.7781355381011963)
Angle: 252.07872762721004, Shoulder: (0.6954271197319031, 0.37249213457107544), Elbow: (0.899072527885437, 0.46022161841392517), Wrist: (0.8692035675048828, 0.777094841003418)
Angle: 251.52420084383783, Shoulder: (0.694332480430603, 0.37160971760749817), Elbow: (0.8999933004379272, 0.4637725353240967), Wrist: (0.8690871596336365, 0.7754601240158081)
Angle: 252.35972456958493, Shoulder: (0.6947693824768066, 0.37096214294433594), Elbow: (0.9021747708320618, 0.46189388632774353), Wrist: (0.8690322637557983, 0.775455892086029)
Angle: 252.76443387299912, Shoulder: (0.7001246213912964, 0.36276182532310486), Elbow: (0.9094191193580627, 0.45827487111091614), Wrist: (0.8690300583839417, 0.7738072872161865)
Angle: 252.60954774084846, Shoulder: (0.7011220455169678, 0.3609005808830261), Elbow: (0.9110572934150696, 0.4588281810283661), Wrist: (0.8690016865730286, 0.773309051990509)
Angle: 250.59917341186514, Shoulder: (0.7010115385055542, 0.3530842661857605), Elbow: (0.9105223417282104, 0.45907846093177795), Wrist: (0.8695076107978821, 0.7733879685401917)
Angle: 248.98278426813542, Shoulder: (0.7008067965507507, 0.34873852133750916), Elbow: (0.9092267155647278, 0.459412157535553), Wrist: (0.870948076248169, 0.7733563184738159)
Angle: 247.3371709831522, Shoulder: (0.7008397579193115, 0.34536826610565186), Elbow: (0.9073339700698853, 0.46034562587738037), Wrist: (0.8720334768295288, 0.7727662920951843)
Angle: 245.74599885012424, Shoulder: (0.7017697691917419, 0.33944761753082275), Elbow: (0.9066160321235657, 0.4600580930709839), Wrist: (0.872505784034729, 0.7722742557525635)
Angle: 245.27368833362348, Shoulder: (0.7023665904998779, 0.3379383385181427), Elbow: (0.9066771268844604, 0.4606335461139679), Wrist: (0.8724900484085083, 0.7722963094711304)
Angle: 244.33467874689168, Shoulder: (0.7031832337379456, 0.33485791087150574), Elbow: (0.9063372611999512, 0.4611855447292328), Wrist: (0.8724514842033386, 0.7726364731788635)
Angle: 243.9723011706049, Shoulder: (0.7029120326042175, 0.3335098624229431), Elbow: (0.9054328203201294, 0.4603957235813141), Wrist: (0.872435450553894, 0.7722095251083374)
Angle: 243.25759679703086, Shoulder: (0.7062100768089294, 0.3338606357574463), Elbow: (0.9045682549476624, 0.46058833599090576), Wrist: (0.8728023767471313, 0.7716209292411804)
Angle: 243.84632929667615, Shoulder: (0.7068868279457092, 0.33415594696998596), Elbow: (0.9041387438774109, 0.4566308259963989), Wrist: (0.8727959394454956, 0.7716064453125)
Angle: 245.24977915517195, Shoulder: (0.707410454750061, 0.3335576355457306), Elbow: (0.9052079916000366, 0.4507991671562195), Wrist: (0.8725147247314453, 0.7668154239654541)
Angle: 246.47655430552786, Shoulder: (0.7089871764183044, 0.33313000202178955), Elbow: (0.9086413979530334, 0.4491560757160187), Wrist: (0.871763288974762, 0.7659986615180969)
Angle: 246.52793721416984, Shoulder: (0.7108709216117859, 0.3321308493614197), Elbow: (0.9097280502319336, 0.44829869270324707), Wrist: (0.8717583417892456, 0.7657586932182312)
Angle: 246.71152737100752, Shoulder: (0.7131352424621582, 0.3312995135784149), Elbow: (0.9115037322044373, 0.44794562458992004), Wrist: (0.8714737892150879, 0.766234815120697)
Angle: 246.67264768115317, Shoulder: (0.7136229276657104, 0.3313380479812622), Elbow: (0.911544144153595, 0.4481922686100006), Wrist: (0.8710755109786987, 0.7671653032302856)
Angle: 246.58997476174608, Shoulder: (0.7145035266876221, 0.33114364743232727), Elbow: (0.9119418263435364, 0.44842827320098877), Wrist: (0.8704808354377747, 0.7720087766647339)
Angle: 246.67347418359074, Shoulder: (0.7146781086921692, 0.33100268244743347), Elbow: (0.9120986461639404, 0.44861653447151184), Wrist: (0.8697865009307861, 0.7718413472175598)
Angle: 246.78948422647557, Shoulder: (0.7151286005973816, 0.33070874214172363), Elbow: (0.9120612144470215, 0.44867244362831116), Wrist: (0.8683972358703613, 0.7711383104324341)
Angle: 245.50862983756284, Shoulder: (0.7156711220741272, 0.3307769000530243), Elbow: (0.9077263474464417, 0.44873377680778503), Wrist: (0.8679977655410767, 0.7692384719848633)
Angle: 245.0317001430681, Shoulder: (0.7158627510070801, 0.33112600445747375), Elbow: (0.9062656164169312, 0.44942691922187805), Wrist: (0.8679561018943787, 0.7666882276535034)
Angle: 244.19231192580895, Shoulder: (0.7165445685386658, 0.3321506381034851), Elbow: (0.9047900438308716, 0.4529678225517273), Wrist: (0.8671930432319641, 0.7643395066261292)
Angle: 243.74346395050316, Shoulder: (0.7185227274894714, 0.332829087972641), Elbow: (0.9046259522438049, 0.4543752074241638), Wrist: (0.8672834634780884, 0.7632972598075867)
Angle: 243.1945989524935, Shoulder: (0.7192899584770203, 0.33285123109817505), Elbow: (0.9037396907806396, 0.45557862520217896), Wrist: (0.8669725060462952, 0.7624043822288513)
Angle: 242.4373309364955, Shoulder: (0.719850480556488, 0.3333696126937866), Elbow: (0.9019215703010559, 0.45653071999549866), Wrist: (0.8672084212303162, 0.7605659365653992)
Angle: 241.82370535010594, Shoulder: (0.720216691493988, 0.33336812257766724), Elbow: (0.9002083539962769, 0.4565012753009796), Wrist: (0.8673783540725708, 0.7587103843688965)
Angle: 241.31022062516922, Shoulder: (0.7201766967773438, 0.3327973783016205), Elbow: (0.8988675475120544, 0.45612800121307373), Wrist: (0.8677975535392761, 0.7555966973304749)
Angle: 240.88108832695715, Shoulder: (0.7201170921325684, 0.331786572933197), Elbow: (0.8984549641609192, 0.4547887444496155), Wrist: (0.8699361085891724, 0.7522924542427063)
Angle: 240.1893853018987, Shoulder: (0.720157265663147, 0.3300974667072296), Elbow: (0.8971966505050659, 0.45483818650245667), Wrist: (0.8694907426834106, 0.750266969203949)
Angle: 239.0197604162867, Shoulder: (0.7201210856437683, 0.3244574964046478), Elbow: (0.8953627943992615, 0.45305654406547546), Wrist: (0.8680998682975769, 0.7473663091659546)
Angle: 238.79983307401397, Shoulder: (0.7197331190109253, 0.32090696692466736), Elbow: (0.8938026428222656, 0.44842326641082764), Wrist: (0.8681229948997498, 0.7404850721359253)
Angle: 239.52895824939225, Shoulder: (0.7197127342224121, 0.3207497298717499), Elbow: (0.8932226300239563, 0.44400715827941895), Wrist: (0.8681527376174927, 0.7353553175926208)
Angle: 238.82221212872423, Shoulder: (0.7211534976959229, 0.32057586312294006), Elbow: (0.8925444483757019, 0.4443017244338989), Wrist: (0.8688392043113708, 0.7359089255332947)
Angle: 238.34603342228698, Shoulder: (0.7216530442237854, 0.32073500752449036), Elbow: (0.8926791548728943, 0.4448228180408478), Wrist: (0.8707075715065002, 0.7364395260810852)
Angle: 237.0610858840621, Shoulder: (0.7232701778411865, 0.32078731060028076), Elbow: (0.892769455909729, 0.4489468038082123), Wrist: (0.8717140555381775, 0.7388359308242798)
Angle: 235.98174447324166, Shoulder: (0.7264436483383179, 0.32091695070266724), Elbow: (0.894249677658081, 0.45400431752204895), Wrist: (0.8720777034759521, 0.7421703934669495)
Angle: 236.01312401762746, Shoulder: (0.7280247807502747, 0.32229527831077576), Elbow: (0.8952973484992981, 0.45580756664276123), Wrist: (0.8720583319664001, 0.7440741062164307)
Angle: 237.36664351177922, Shoulder: (0.7282000184059143, 0.3257516026496887), Elbow: (0.8971647620201111, 0.4573841094970703), Wrist: (0.8704580664634705, 0.7459784746170044)
Angle: 237.9289169099909, Shoulder: (0.7280195951461792, 0.32765671610832214), Elbow: (0.8977453708648682, 0.4589237570762634), Wrist: (0.8691374659538269, 0.7482188940048218)
Angle: 238.30004975852754, Shoulder: (0.7278765439987183, 0.33001789450645447), Elbow: (0.8981150388717651, 0.46181169152259827), Wrist: (0.8675129413604736, 0.7507364153862)
Angle: 238.56482311776676, Shoulder: (0.7275356650352478, 0.3314536213874817), Elbow: (0.8981164693832397, 0.46295982599258423), Wrist: (0.8666384816169739, 0.7529740333557129)
Angle: 238.46635730306966, Shoulder: (0.7275818586349487, 0.33169764280319214), Elbow: (0.8981480598449707, 0.46456578373908997), Wrist: (0.8657946586608887, 0.7537164688110352)
Angle: 238.11715904712628, Shoulder: (0.7282252311706543, 0.33183005452156067), Elbow: (0.8981848359107971, 0.4665510058403015), Wrist: (0.8652780652046204, 0.7544865012168884)
Angle: 237.75915121016092, Shoulder: (0.7283985614776611, 0.3319885730743408), Elbow: (0.8977246284484863, 0.46796709299087524), Wrist: (0.8648784160614014, 0.7551134824752808)
Angle: 237.36570170524752, Shoulder: (0.7268077731132507, 0.33189308643341064), Elbow: (0.8957816958427429, 0.46778276562690735), Wrist: (0.864635705947876, 0.7557917833328247)
Angle: 237.39609700202186, Shoulder: (0.7247152924537659, 0.33171388506889343), Elbow: (0.8943670392036438, 0.466668963432312), Wrist: (0.8644813299179077, 0.7559781670570374)
Angle: 237.22367905344728, Shoulder: (0.7243170142173767, 0.33152130246162415), Elbow: (0.8936193585395813, 0.4663397967815399), Wrist: (0.8644112348556519, 0.7561715841293335)
Angle: 236.60549636369575, Shoulder: (0.7237973213195801, 0.3299604654312134), Elbow: (0.8919647932052612, 0.4652189612388611), Wrist: (0.8644185662269592, 0.755788266658783)
Angle: 236.19120283295413, Shoulder: (0.7222397923469543, 0.32790109515190125), Elbow: (0.8900343179702759, 0.463312566280365), Wrist: (0.8639905452728271, 0.7554152607917786)
Angle: 236.21233734912082, Shoulder: (0.7204004526138306, 0.32678553462028503), Elbow: (0.8886673450469971, 0.4613052010536194), Wrist: (0.8637202978134155, 0.7551528215408325)
Angle: 236.62396352218389, Shoulder: (0.7181212902069092, 0.3254431486129761), Elbow: (0.8882550597190857, 0.45898163318634033), Wrist: (0.8636674284934998, 0.7547322511672974)
Angle: 236.99167247321296, Shoulder: (0.7152352929115295, 0.3239987790584564), Elbow: (0.8873981237411499, 0.4563811123371124), Wrist: (0.8636691570281982, 0.7545802593231201)
Angle: 236.91419729642988, Shoulder: (0.7139939069747925, 0.3223028779029846), Elbow: (0.8865485191345215, 0.4544646441936493), Wrist: (0.863663375377655, 0.7544047832489014)
Angle: 236.87454428782263, Shoulder: (0.7137014269828796, 0.3218209445476532), Elbow: (0.885927140712738, 0.45332950353622437), Wrist: (0.8636353015899658, 0.7540646195411682)
Angle: 236.74723976826556, Shoulder: (0.7133955359458923, 0.3211861848831177), Elbow: (0.8854986429214478, 0.4528660178184509), Wrist: (0.8635656833648682, 0.7538642287254333)
Angle: 236.58532890826075, Shoulder: (0.713503360748291, 0.3205397427082062), Elbow: (0.8854036927223206, 0.4527655839920044), Wrist: (0.8635452389717102, 0.7538136839866638)
Angle: 236.31802896597725, Shoulder: (0.7141270637512207, 0.3197535276412964), Elbow: (0.8855463266372681, 0.4530687928199768), Wrist: (0.8634888529777527, 0.7540992498397827)
Angle: 236.10613214766664, Shoulder: (0.7144124507904053, 0.3190077841281891), Elbow: (0.885564923286438, 0.45315322279930115), Wrist: (0.8634769320487976, 0.7543174028396606)
Angle: 235.93403217706955, Shoulder: (0.7146787643432617, 0.31852081418037415), Elbow: (0.8856023550033569, 0.45343396067619324), Wrist: (0.8633962273597717, 0.7544775009155273)
Angle: 235.83281732262765, Shoulder: (0.7147917747497559, 0.3178580701351166), Elbow: (0.88584965467453, 0.4536217451095581), Wrist: (0.8633714318275452, 0.7546221613883972)
Angle: 235.8391123784376, Shoulder: (0.714840292930603, 0.31763026118278503), Elbow: (0.8861979246139526, 0.45392143726348877), Wrist: (0.8633674383163452, 0.7549930214881897)
Angle: 235.86608686782995, Shoulder: (0.7148804068565369, 0.3168089985847473), Elbow: (0.8868340253829956, 0.45398882031440735), Wrist: (0.8633559346199036, 0.7558094263076782)
Angle: 235.81101467893112, Shoulder: (0.7149325013160706, 0.3156295418739319), Elbow: (0.887384295463562, 0.45399177074432373), Wrist: (0.8633254170417786, 0.7561870813369751)
Angle: 235.7129291969889, Shoulder: (0.7149381637573242, 0.31458351016044617), Elbow: (0.8876243233680725, 0.45381855964660645), Wrist: (0.8633205890655518, 0.7564273476600647)
Angle: 235.7300200077231, Shoulder: (0.7149063944816589, 0.3141230344772339), Elbow: (0.8876479864120483, 0.453296035528183), Wrist: (0.8633261919021606, 0.7564195394515991)
Angle: 235.64684301284743, Shoulder: (0.7147918343544006, 0.3128105700016022), Elbow: (0.8877103924751282, 0.45248571038246155), Wrist: (0.8633862137794495, 0.7563710808753967)
Angle: 235.60023522191523, Shoulder: (0.7145932912826538, 0.31155383586883545), Elbow: (0.8878768086433411, 0.4517854154109955), Wrist: (0.8634765148162842, 0.7562404274940491)
Angle: 235.5200867050113, Shoulder: (0.7138856649398804, 0.3098059594631195), Elbow: (0.8879750370979309, 0.4511052072048187), Wrist: (0.8635333776473999, 0.7559165954589844)
Angle: 235.22859448150265, Shoulder: (0.7137343883514404, 0.3079982399940491), Elbow: (0.8879876136779785, 0.4509367346763611), Wrist: (0.8635078072547913, 0.7558349370956421)
Angle: 234.86808951213317, Shoulder: (0.7135171890258789, 0.30544835329055786), Elbow: (0.8880159258842468, 0.45052027702331543), Wrist: (0.8634240627288818, 0.7557021975517273)
Angle: 234.83749472852418, Shoulder: (0.7132065296173096, 0.3045727014541626), Elbow: (0.88804030418396, 0.45015060901641846), Wrist: (0.8633903861045837, 0.755158543586731)
Angle: 234.93784141068107, Shoulder: (0.7129302620887756, 0.3044266402721405), Elbow: (0.888055682182312, 0.4497530162334442), Wrist: (0.8633884191513062, 0.7546643614768982)
Angle: 234.99764522677026, Shoulder: (0.7129323482513428, 0.30444249510765076), Elbow: (0.8881279230117798, 0.4496133029460907), Wrist: (0.8634082078933716, 0.7539585828781128)
Angle: 235.00302432739764, Shoulder: (0.7129771709442139, 0.3043287396430969), Elbow: (0.8881862759590149, 0.4495398700237274), Wrist: (0.8634282946586609, 0.7536312341690063)
Angle: 235.12252006477473, Shoulder: (0.7129732966423035, 0.3043423593044281), Elbow: (0.8884729146957397, 0.4494266211986542), Wrist: (0.863468587398529, 0.7533774375915527)
Angle: 235.3325275564026, Shoulder: (0.7129895091056824, 0.3043674826622009), Elbow: (0.8890793323516846, 0.44939762353897095), Wrist: (0.8635314106941223, 0.7531378269195557)
Angle: 235.70865240142948, Shoulder: (0.7129112482070923, 0.3053959012031555), Elbow: (0.889473557472229, 0.4492779076099396), Wrist: (0.8635542988777161, 0.7525138854980469)
Angle: 236.18787059663225, Shoulder: (0.7122704982757568, 0.3062073290348053), Elbow: (0.8898162841796875, 0.44876551628112793), Wrist: (0.8636437058448792, 0.7509466409683228)
Angle: 236.52482033545817, Shoulder: (0.7121816873550415, 0.30649232864379883), Elbow: (0.8904969692230225, 0.4484512209892273), Wrist: (0.8639169335365295, 0.7493270635604858)
Angle: 236.74161970519904, Shoulder: (0.7120625376701355, 0.3065037131309509), Elbow: (0.8906493782997131, 0.4476550221443176), Wrist: (0.8640390038490295, 0.7479655146598816)
Angle: 236.73854890354016, Shoulder: (0.7119626998901367, 0.3055158257484436), Elbow: (0.890754759311676, 0.4468029737472534), Wrist: (0.8642957210540771, 0.7458966374397278)
Angle: 236.76479856724313, Shoulder: (0.7113739252090454, 0.30454060435295105), Elbow: (0.8907660841941833, 0.4458391070365906), Wrist: (0.8647001385688782, 0.7443389892578125)
Angle: 236.67868347483102, Shoulder: (0.7111928462982178, 0.3035977780818939), Elbow: (0.8909052014350891, 0.44518136978149414), Wrist: (0.8652967810630798, 0.7432218194007874)
Angle: 236.7477751914889, Shoulder: (0.7108352184295654, 0.30323413014411926), Elbow: (0.8909149169921875, 0.4445075988769531), Wrist: (0.8655466437339783, 0.7427307367324829)
Angle: 237.01294725927661, Shoulder: (0.7097588777542114, 0.3032582700252533), Elbow: (0.8909241557121277, 0.44394752383232117), Wrist: (0.865635335445404, 0.7422856688499451)
Angle: 237.28195731102835, Shoulder: (0.7085928916931152, 0.3033921718597412), Elbow: (0.8909147381782532, 0.443586528301239), Wrist: (0.8656378388404846, 0.7420991063117981)
Angle: 237.4557773844425, Shoulder: (0.7079312801361084, 0.3035317063331604), Elbow: (0.8909044861793518, 0.4433518648147583), Wrist: (0.865617573261261, 0.7419068217277527)
Angle: 237.4994988720238, Shoulder: (0.707756757736206, 0.30368277430534363), Elbow: (0.8908572196960449, 0.4433290362358093), Wrist: (0.8656200766563416, 0.7419087886810303)
Angle: 237.53129544087096, Shoulder: (0.7076486945152283, 0.3039689362049103), Elbow: (0.8907966017723083, 0.4434219300746918), Wrist: (0.8656274676322937, 0.7420425415039062)
Angle: 237.6515602075806, Shoulder: (0.7070831060409546, 0.30437102913856506), Elbow: (0.8907269239425659, 0.44344955682754517), Wrist: (0.8656997084617615, 0.7421652674674988)
Angle: 237.6689896242327, Shoulder: (0.7068982720375061, 0.3049745559692383), Elbow: (0.8903863430023193, 0.4434512257575989), Wrist: (0.8657753467559814, 0.7421308755874634)
Angle: 237.77375968951836, Shoulder: (0.707180380821228, 0.3061889111995697), Elbow: (0.8902363181114197, 0.4435911476612091), Wrist: (0.8658714294433594, 0.7421327233314514)
Angle: 237.78895677893837, Shoulder: (0.7080596685409546, 0.3076121509075165), Elbow: (0.8902367949485779, 0.4442445635795593), Wrist: (0.8659496307373047, 0.7422813177108765)
Angle: 237.79055339980204, Shoulder: (0.7089859843254089, 0.30907317996025085), Elbow: (0.8902860283851624, 0.44504615664482117), Wrist: (0.86602783203125, 0.7426460981369019)
Angle: 237.76544365196042, Shoulder: (0.7099817395210266, 0.3100684583187103), Elbow: (0.8904312252998352, 0.44564786553382874), Wrist: (0.8660710453987122, 0.7429283261299133)
Angle: 237.61356876211642, Shoulder: (0.7110704183578491, 0.31087425351142883), Elbow: (0.8904639482498169, 0.4464382529258728), Wrist: (0.8660789728164673, 0.7435998916625977)
Angle: 237.48753167642315, Shoulder: (0.711672842502594, 0.3113146424293518), Elbow: (0.8904991149902344, 0.4470686614513397), Wrist: (0.8661516308784485, 0.7437780499458313)
Angle: 237.47819344370615, Shoulder: (0.7118614912033081, 0.31172975897789), Elbow: (0.8905296921730042, 0.4473517835140228), Wrist: (0.8662592172622681, 0.7438705563545227)
Angle: 237.57504644026443, Shoulder: (0.7120529413223267, 0.3125578761100769), Elbow: (0.8905653357505798, 0.4474792778491974), Wrist: (0.8664173483848572, 0.7438962459564209)
Angle: 237.5859328888253, Shoulder: (0.7125045657157898, 0.31383320689201355), Elbow: (0.8906038999557495, 0.4478685259819031), Wrist: (0.8670064806938171, 0.7443549036979675)
Angle: 237.55548498590196, Shoulder: (0.7131902575492859, 0.31479817628860474), Elbow: (0.8906369209289551, 0.4481562376022339), Wrist: (0.8673908710479736, 0.7447317242622375)
Angle: 237.49526397943325, Shoulder: (0.7141153812408447, 0.31561988592147827), Elbow: (0.8907135725021362, 0.4485365152359009), Wrist: (0.8675758838653564, 0.7450286149978638)
Angle: 237.40619751574974, Shoulder: (0.7150779366493225, 0.31593868136405945), Elbow: (0.8908212780952454, 0.4486740529537201), Wrist: (0.8676382303237915, 0.7452805638313293)
Angle: 237.256864031418, Shoulder: (0.7161293625831604, 0.3163827061653137), Elbow: (0.8908281922340393, 0.4489036202430725), Wrist: (0.867807924747467, 0.7453963160514832)
Angle: 236.96192687345024, Shoulder: (0.7175217270851135, 0.31700804829597473), Elbow: (0.8908525109291077, 0.44988876581192017), Wrist: (0.867820680141449, 0.7467207908630371)
Angle: 236.62600376613088, Shoulder: (0.718631386756897, 0.3173578977584839), Elbow: (0.8908607959747314, 0.4510011076927185), Wrist: (0.8678102493286133, 0.748125433921814)
Angle: 236.26648829306748, Shoulder: (0.7193710803985596, 0.3178195059299469), Elbow: (0.8908699750900269, 0.452875018119812), Wrist: (0.8675235509872437, 0.7503859400749207)
Angle: 235.85595872197965, Shoulder: (0.7202065587043762, 0.3181002736091614), Elbow: (0.8908976316452026, 0.4548548460006714), Wrist: (0.8672098517417908, 0.7520543336868286)
Angle: 235.69016432879462, Shoulder: (0.7210856080055237, 0.31894543766975403), Elbow: (0.8909037709236145, 0.4560253620147705), Wrist: (0.8669888377189636, 0.753183126449585)
Angle: 235.3805877848077, Shoulder: (0.7219018936157227, 0.3191295266151428), Elbow: (0.8909438848495483, 0.4571877717971802), Wrist: (0.8669864535331726, 0.7536923885345459)
Angle: 235.14581385863133, Shoulder: (0.7225592136383057, 0.3193725049495697), Elbow: (0.8909957408905029, 0.4582096040248871), Wrist: (0.8669832944869995, 0.7538461685180664)
Angle: 235.0235116056975, Shoulder: (0.7229740023612976, 0.31952524185180664), Elbow: (0.8910064697265625, 0.4586327373981476), Wrist: (0.8670288920402527, 0.7538397908210754)
Angle: 234.98945789000942, Shoulder: (0.7232666611671448, 0.3197890520095825), Elbow: (0.8909120559692383, 0.45866432785987854), Wrist: (0.8670235872268677, 0.7538064122200012)
Angle: 234.95371804843703, Shoulder: (0.7233181595802307, 0.32002443075180054), Elbow: (0.8907111883163452, 0.45869454741477966), Wrist: (0.8670133352279663, 0.7537193894386292)
Angle: 234.91302846294917, Shoulder: (0.7233869433403015, 0.3203149437904358), Elbow: (0.8905181884765625, 0.45887070894241333), Wrist: (0.8669503927230835, 0.7535558938980103)
Angle: 234.72891358311307, Shoulder: (0.7233459949493408, 0.3205048143863678), Elbow: (0.8898637890815735, 0.4589097797870636), Wrist: (0.866879940032959, 0.7534888982772827)
Angle: 234.563183939936, Shoulder: (0.7230279445648193, 0.320610910654068), Elbow: (0.8891098499298096, 0.45889320969581604), Wrist: (0.8667347431182861, 0.7534157633781433)
Angle: 234.47232689680845, Shoulder: (0.7228409647941589, 0.32062938809394836), Elbow: (0.8886670470237732, 0.45885637402534485), Wrist: (0.866595983505249, 0.7533707618713379)
Angle: 234.5372938084187, Shoulder: (0.722411036491394, 0.3209564983844757), Elbow: (0.888357937335968, 0.4588119387626648), Wrist: (0.8664501905441284, 0.7533109188079834)
Angle: 234.6813791252306, Shoulder: (0.7222697138786316, 0.3215222954750061), Elbow: (0.8882567882537842, 0.4588087797164917), Wrist: (0.8662347197532654, 0.753395676612854)
Angle: 234.83659999934338, Shoulder: (0.7221867442131042, 0.32211044430732727), Elbow: (0.8882628679275513, 0.45883893966674805), Wrist: (0.8660712242126465, 0.7539218664169312)
Angle: 235.22686930467927, Shoulder: (0.7216423749923706, 0.32321831583976746), Elbow: (0.888247013092041, 0.45882004499435425), Wrist: (0.8656471371650696, 0.7545918822288513)
Angle: 235.60787209096236, Shoulder: (0.721611738204956, 0.32462382316589355), Elbow: (0.8883695006370544, 0.45912548899650574), Wrist: (0.8650696277618408, 0.7554132342338562)
Angle: 235.94839529813433, Shoulder: (0.7216039896011353, 0.3259506821632385), Elbow: (0.8885878920555115, 0.4594874978065491), Wrist: (0.8647352457046509, 0.7560984492301941)
Angle: 236.33422842018078, Shoulder: (0.7215811014175415, 0.3272557556629181), Elbow: (0.8889124393463135, 0.4599030315876007), Wrist: (0.8642668128013611, 0.7572034001350403)
Angle: 236.54023030891713, Shoulder: (0.7215714454650879, 0.3280283510684967), Elbow: (0.8891289830207825, 0.4604591429233551), Wrist: (0.8638014197349548, 0.7582331299781799)
Angle: 236.75176916633237, Shoulder: (0.721489429473877, 0.32877758145332336), Elbow: (0.8892470002174377, 0.46085259318351746), Wrist: (0.863357424736023, 0.7588673830032349)
